,listing_id,date,time,listing_name,street,city,zip_code,state,address_total,location_x,location_y,location_site,location_indoor,month,day,year,day_of_week
232,300506,2021-01-05,15:04:15,Haymaker Farmers' Market,Franklin Avenue & Summit Street,Kent,44240,Ohio,"Franklin Avenue & Summit Street, Kent, Ohio 44240",-81.360033,41.150692,Closed-off public street;,Part time open indoor;,1,5,2021,Tuesday
233,300510,2021-01-28,11:36:05,Manson Farmers Market,157 E Wapato Way,Manson ,50563,Iowa,", Manson , Iowa 50563",-94.539507,42.527104,Local government grounds;,No Indoor;,1,28,2021,Thursday
234,300513,2020-12-28,18:20:26,Morgan County Farmers' Market Association,Main St. & Indiana St.,Martinsville ,46151,Indiana,"Main St. & Indiana St., Martinsville , Indiana 46151",-86.428695,39.423392,Private business,No Indoor;,12,28,2020,Monday
235,300516,2020-12-28,18:14:05,Morgan County Farmers' Market Association,Monroe & Main St.,Mooresville ,46158,Indiana,"Monroe & Main St., Mooresville , Indiana 46158",-86.379609,39.612806,Faith-based institution;,No Indoor;,12,28,2020,Monday
236,300517,2021-01-04,17:19:08,Watford Market,501 7th St SE,Watford City,58854,North Dakota,"501 7th St SE, Watford City, North Dakota 58854",-103.27139,47.797315,Local government grounds;,No Indoor;,1,4,2021,Monday
237,300524,2021-01-04,10:15:44,Bottineau Farmers Market,6th Street and Main Street,Bottineau,58318,North Dakota,"6th Street and Main Street, Bottineau, North Dakota 58318",-100.44594,48.8262788,Closed-off public street;,No Indoor;,1,4,2021,Monday
238,300527,2021-01-05,11:48:03,Main Street Dyersburg Farmers Market,335 Clark Ave. South,Dyersburg,38024,Tennessee,"335 Clark Ave. South, Dyersburg, Tennessee 38024",-89.389549,36.030081,Local government grounds;,Entire time open indoor;,1,5,2021,Tuesday
239,300529,2021-01-26,17:05:10,Delcambre Seafood & Farmers Market,605 S Railroad (Hwy 330),Delcambre ,70528,Louisiana,"605 S Railroad (Hwy 330), Delcambre , Louisiana 70528",-91.982453,29.941659,Local government grounds;,No Indoor;,1,26,2021,Tuesday
240,300530,2021-01-27,12:51:52,Livonia Wilson Barn Farmers Market,29350 W. Chicago,Livonia,48150,Michigan,"29350 W. Chicago, Livonia, Michigan 48150",-83.331995,42.362596,Local government grounds;,No Indoor;,1,27,2021,Wednesday
241,300532,2020-09-14,14:06:12,Farmers' gateway Market,"Eastern Gateway Community College, 4000 Sunset Boulevard",Steubenville,43952,Ohio,"Eastern Gateway Community College, 4000 Sunset Boulevard, Steubenville, Ohio 43952",-80.669759,40.377613,Educational institution;,No Indoor;,9,14,2020,Monday
242,300534,2020-09-16,10:44:03,Stowe Farmers' Market,1799 Mountain Road,Stowe,05672,Vermont,"1799 Mountain Road, Stowe, Vermont 05672",-72.712004,44.473531,Private business,No Indoor;,9,16,2020,Wednesday
243,300538,2021-01-26,6:38:09,Peacham Farmers Market,555 Bayley Hazen Road,Peacham,05862,Vermont,"555 Bayley Hazen Road, Peacham, Vermont 05862",-72.170037,44.327445,Local government grounds;,No Indoor;,1,26,2021,Tuesday
244,300540,2021-01-06,17:28:07,Portland Farmers Market - Kenton,N McClellan & N Denver ,Portland,97217,Oregon,"N McClellan & N Denver , Portland, Oregon 97217",-122.68679,45.583224,Closed-off public street;,No Indoor;,1,6,2021,Wednesday
245,300542,2021-01-06,17:23:47,Portland Farmers Market - King,NE 7th and Wygant,Portland,97211,Oregon,"NE 7th and Wygant, Portland, Oregon 97211",-122.65898,45.557097,Private business,No Indoor;,1,6,2021,Wednesday
246,300543,2021-01-06,17:22:04,Portland Farmers Market - Lents International,SE 92nd and Reedway,Portland,97266,Oregon,"SE 92nd and Reedway, Portland, Oregon 97266",-122.56858,45.4813183,Private business,No Indoor;,1,6,2021,Wednesday
247,300544,2021-01-06,17:20:16,Portland Farmers Market - Portland State University,SW Park and Montgomery,Portland ,97201,Oregon,"SW Park and Montgomery, Portland , Oregon 97201",-122.68483,45.512348,Educational institution;,No Indoor;,1,6,2021,Wednesday
248,300545,2021-01-06,17:18:24,Portland Farmers Market - Shemanski Park,SW Park and Main,Portland ,97205,Oregon,"SW Park and Main, Portland , Oregon 97205",-122.68223,45.517125,Educational institution;,No Indoor;,1,6,2021,Wednesday
249,300547,2021-01-21,12:36:35,Voluntown Farmers' Market,195 Main Street,Voluntown,06384,Connecticut,"195 Main Street, Voluntown, Connecticut 06384",-71.865502,41.573913,Educational institution;,No Indoor;,1,21,2021,Thursday
250,300549,2021-01-20,14:50:54,Yardley Farmers Market,"Buttonwood Park, Buttonwood Drive",Yardley,19067,Pennsylvania,"Buttonwood Drive, Buttonwood Park, Yardley borough, Pennsylvania 19067",-74.839997,40.240829,Local government grounds;,Part time open indoor;,1,20,2021,Wednesday
251,300550,2021-01-13,11:52:31,Vance County Regional Farmers Market,210 Southpark Dr.,Henderson,27536,North Carolina,"210 Southpark Dr., Henderson, North Carolina 27536",-78.424401,36.3378971,Educational institution;,Entire time open indoor;,1,13,2021,Wednesday
252,300551,2021-01-12,10:43:58,Richmond Farmers Market - Summer Season (May-October),47 N 6th St,Richmond,47374,Indiana,"47 N 6th St, Richmond, Indiana 47374",-84.893377,39.829996,Local government grounds;,No Indoor;,1,12,2021,Tuesday
253,300554,2021-06-14,13:04:46,Bremerton Community Farmers Market,1400 Park Ave,Bremerton,98337,Washington,"1400 Park Ave, Bremerton, Washington 98337",-122.62886,47.574253,Park,No Indoor;,6,14,2021,Monday
254,300561,2021-02-16,17:38:44,Guttenberg Farmers Market,400 Block of South River Park Drive,Guttenberg,52052,Iowa,"400 Block of South River Park Drive, Guttenberg, Iowa 52052",-91.095446,42.782433,Park,No Indoor;,2,16,2021,Tuesday
255,300570,2021-01-05,17:33:52,Union Street Farmers Market @ Celebration Pointe,4949 Celebration Pointe Ave,Gainesville ,32608,Florida,"4949 Celebration Pointe Ave, Gainesville , Florida 32608",-82.39552,29.62549,Private business,No Indoor;,1,5,2021,Tuesday
256,300575,2020-08-06,11:50:08,FRESHFARM Dupont Market,1624 20th St NW ,Washington,20009,District of Columbia,"1624 20th St NW , Washington, District of Columbia 20009",-77.044967,38.911806,Closed-off public street;,No Indoor;,8,6,2020,Thursday
257,300581,2020-08-03,13:50:15,Celina's Friday Night Market,142 N Ohio Street,Celina,75009,Texas,"142 N Ohio Street, Celina, Texas 75009",-96.786984,33.3247511,Closed-off public street;,No Indoor;,8,3,2020,Monday
258,300582,2020-08-03,15:32:57,Beaumont Farmers' Market,6525 College St,Beaumont,88061,Texas,"6525 College St, Beaumont, Texas 77707",-94.169203,30.067686,Local government grounds;,No Indoor;,8,3,2020,Monday
259,300585,2020-09-17,19:55:04,Silver City Farmers' Market Downtown,901 N Pope ST,Silver City,88061,New Mexico,"901 N Pope ST, Silver City, New Mexico 88061",-108.27618,32.774517,Private business,No Indoor;,9,17,2020,Thursday
260,300586,2021-01-18,22:24:17,Indian Lake Community Farmers Market,144 John Rust Rd,Indian Lake,12842,New York,"144 JOHN RUST RD, INDIAN LAKE, New York 12842",-74.270529,43.782397,Educational institution;,No Indoor;,1,18,2021,Monday
261,300587,2020-09-10,22:49:10,Sedalia Area Farmers' Market,2233 W 16th St,Sedalia,65301,New York,"2233 W 16th St, Sedalia, MO, Missouri 65301",-93.255481,38.698011,Federal/state government grounds;,No Indoor;,9,10,2020,Thursday
262,300588,2020-08-03,10:50:49,Hammond's Grandson's Produce,7165 Ramsey Street,Fayetteville ,28310,North Carolina,"7165 Ramsey Street, Fayetteville , North Carolina 28310",-78.853162,35.1865196,Private business,No Indoor;,8,3,2020,Monday
263,300589,2021-01-06,10:11:44,Orange Community Farmers' Market,525 Orange Center Road,Orange ,06477,Connecticut,"525 Orange Center Road, Orange , Connecticut 06477",-73.021058,41.2735586,Local government grounds;,No Indoor;,1,6,2021,Wednesday
264,300591,2021-01-05,10:45:45,Dodge County Farmer's Market,5401 Courthouse Circle,Eastman,31023,Georgia,"5401 Courthouse Circle, Eastman, Georgia 31023",-83.176305,32.20079,Local government grounds;,No Indoor;,1,5,2021,Tuesday
265,300593,2021-01-04,17:48:36,Gardner Farmers Market,136 E Washington St,Gardner ,66030,Kansas,"136 E Washington St, Gardner , Kansas 66030",-94.925777,38.812999,Local government grounds;,No Indoor;,1,4,2021,Monday
266,300594,2020-09-11,17:28:18,Lawrence Farmers Market,157 N. Paw Paw St.,Lawrence ,49064,Michigan,"157 N. Paw Paw St., Lawrence , Michigan 49064",-86.048868,42.219637,Local government grounds;,No Indoor;,9,11,2020,Friday
267,300595,2020-09-13,8:22:24,Urbana Farmers' Market,102 Capitol Ave,Urbana,52345,Iowa,"102 Capitol Ave, Urbana, Iowa 52345",-91.873662,42.223981,Local government grounds;,Part time open indoor;,9,13,2020,Sunday
268,300598,2021-01-04,13:23:16,Charles Town Farmers Market,100 block of South Samuel Street,Charles Town,25414,West Virginia,"100 block of South Samuel Street, Charles Town, West Virginia 25414",-77.858454,39.289073,Closed-off public street;,No Indoor;,1,4,2021,Monday
269,300599,2020-09-12,10:49:33,Brooksville Farmers' Market,15487 Citrus Way,Brooksville,34614,Florida,"15487 Citrus Way, Brooksville, Florida 34614",-82.449304,28.654639,Private business,Part time open indoor;,9,12,2020,Saturday
270,300607,2021-01-26,17:44:10,Louisiana Community Betterment Farmer's Market,"Sunset Park, 122 S 22nd St",Georgia Street,63353,Missouri,"Sunset Park, 122 S 22nd St, Georgia Street, Louisiana , Missouri 63353",-91.062659,39.441188,Local government grounds;,No Indoor;,1,26,2021,Tuesday
271,300608,2021-02-17,12:39:09,Orange Park Farmer's & Arts Market,2042 Park Ave,Orange Park,32073,Florida,"2042 Park Ave, Orange Park, Florida 32073",-81.701664,30.165484,Local government grounds;,No Indoor;,2,17,2021,Wednesday
272,300612,2021-01-04,12:40:15,Muncie Makers Market,"Outside at Books & Brews, 2100 West White River Boulevard",Muncie,47303,Indiana,"Outside at Books & Brews, 2100 West White River Boulevard, Muncie, Indiana 47303",-85.410675,40.1883942,Private business,Part time open indoor;,1,4,2021,Monday
273,300619,2020-08-01,14:39:18,"Antigo Farmers Market, Inc.",420 Field Street,Antigo,54409,Wisconsin,"420 Field Street, Antigo, Wisconsin 54409",-89.14985,45.138703,Local government grounds;,Part time open indoor;,8,1,2020,Saturday
274,300632,2021-01-27,10:39:31,Union County Farm & Craft Market,106 Lakeside Drive,Union ,29379,South Carolina,"106 Lakeside Drive, Union , South Carolina 29379",-81.614994,34.716023,Local government grounds;,No Indoor;,1,27,2021,Wednesday
275,300644,2021-01-04,12:28:47,Terra Square Farmers Market,3380 Chicago Dr.,Hudsonville,49426,Michigan,"3380 Chicago Dr., Hudsonville, Michigan 49426",-85.865455,42.8677383,Private business,Part time open indoor;,1,4,2021,Monday
276,300645,2021-01-04,10:36:05,Mount Pleasant Farmers' Market,3200 Mt. Pleasant St NW ,Washington,20010,District of Columbia,"3200 Mt. Pleasant St NW , Washington, District of Columbia 20010",-77.038675,38.931518,Local government grounds;,No Indoor;,1,4,2021,Monday
277,300650,2021-03-01,13:25:13,Norwich Farmers Market,2-75 North Broad Street,Norwich,13815,New York,"2-75 North Broad Street, Norwich, New York 13815",-75.523641,42.531632,Local government grounds;,Part time open indoor;,3,1,2021,Monday
278,300652,2020-08-04,8:24:25,Tahoe City Farmers Market Thursday CFM,400 N Lake Blvd,Tahoe City,96145,California,"400 N Lake Blvd, Tahoe City, California 96145",-120.14113,39.169938,Local government grounds;,No Indoor;,8,4,2020,Tuesday
279,300661,2021-01-07,17:10:08,Rockmart Farmers Market,108 Water St.,Rockmart,30153,Georgia,"108 Water St., Rockmart, Georgia 30153",-85.053094,33.997669,Local government grounds;,No Indoor;,1,7,2021,Thursday
280,300670,2021-01-27,11:12:32,Hunterdon Land Trust Farmers Market,111 Mine Street,Flemington,08822,New Jersey,"111 Mine Street, Flemington, New Jersey 08822",-74.871267,40.505223,Farm,No Indoor;,1,27,2021,Wednesday
281,300679,2021-01-04,11:59:57,Baldwin's Main St. Farmers Market,Main St. and 6th Ave.,Baldwin,54002,Wisconsin,"Main St. and 6th Ave., Baldwin, Wisconsin 54002",-92.370763,44.966999,Local government grounds;,No Indoor;,1,4,2021,Monday
282,300680,2020-08-03,13:43:51,Vermont Farmers Market,Depot Park (at the Walmart Shopping Plaza),Rutland ,05701,Vermont,"Depot Park (at the Walmart Shopping Plaza), Rutland , Vermont 05701",-72.980071,43.605826,Closed-off public street;,No Indoor;,8,3,2020,Monday
283,300688,2021-01-04,10:31:27,East Side Farmers' Market,760 E Water St Elmira,Elmira,14901,New York,"760 E Water St Elmira, Elmira, New York 14901",-76.794875,42.088757,Private business,No Indoor;,1,4,2021,Monday
284,300700,2021-01-05,10:22:24,Alexandria Farmers Market,Broadway & Second Ave,Alexandria,56308,Minnesota,"Broadway & Second Ave, Alexandria, Minnesota 56308",-95.375902,45.890762,Local government grounds;,No Indoor;,1,5,2021,Tuesday
285,300703,2020-07-16,10:02:41,RT 639 Farmers Market,7278 Ladysmith Road Ruther Glen,Ruther Glen,22546,Virginia,"7278 Ladysmith Road Ruther Glen, Virginia 22546",-77.518506,38.016661,Private business,No Indoor;,7,16,2020,Thursday
286,300704,2020-07-16,10:04:35,King George Farmers Market,King George Middle School at 8246 Dahlgren Rd,King George,22485,Virginia,"King George Middle School at 8246 Dahlgren Rd,  King George, Virginia 22485",-77.2028,38.27678,Educational institution;,No Indoor;,7,16,2020,Thursday
287,300716,2021-01-07,10:46:01,City Center Farmers Market,200 Sanborn Street,Florence,29501,South Carolina,"200 Sanborn Street, Florence, South Carolina 29501",-79.773582,34.198789,Local government grounds;,No Indoor;,1,7,2021,Thursday
288,300724,2021-01-04,17:27:06,Waco Downtown Farmers Market,500 Washington Avenue,Waco,76701,Texas,"500 Washington Avenue, Waco, Texas 76701",-97.132941,31.55682,Local government grounds;,No Indoor;,1,4,2021,Monday
289,300734,2021-01-25,23:24:13,Speedway Farmers Market,1068 Main Street,Speedway,46224,Indiana,"1068 Main Street, Speedway, Indiana 46224",-86.247542,39.793698,Private business,No Indoor;,1,25,2021,Monday
290,300740,2020-12-28,13:21:16,Market Mondays at the Arsht Center,1301 Biscayne Blvd,Miami,33132,Florida,"1301 Biscayne Blvd, Miami, Florida 33132",-80.189855,25.787138,Private business,No Indoor;,12,28,2020,Monday
291,300742,2021-01-25,9:42:32,Market Square Farmers' Market,500 Howard Baker Jr Ave,Knoxville,37915,Tennessee,"500 Howard Baker Jr Ave, Knoxville, Tennessee 37915",-83.910506,35.965659,Local government grounds;,No Indoor;,1,25,2021,Monday
292,300744,2021-01-04,12:35:33,Roslindale Village Main Street Winter Farmers Market,32 Birch St,Roslindale,02131,Massachusetts,"32 Birch St, Roslindale, Massachusetts 02131",-71.130709,42.286072,Private business,No Indoor;,1,4,2021,Monday
293,300746,2021-01-25,22:43:32,Columbus KS Farmers Market,202 N. East Avenue,Columbus,66725,Kansas,"202 N. East Avenue, Columbus, Kansas 66725",-94.831459,37.171861,Local government grounds;,No Indoor;,1,25,2021,Monday
294,300758,2021-01-05,13:28:05,Union County Farmers Market,290 Farmers Market Way,Blairsville,30512,Georgia,"290 Farmers Market Way, Blairsville, Georgia 30512",-83.950669,34.886298,Local government grounds;,No Indoor;,1,5,2021,Tuesday
295,300775,2021-01-10,12:35:59,Newport Beach Certified Farmers' Market by Farmer Mark,1 McFadden Place,Newport Beach ,92663,California,"1 McFadden Place, Newport Beach , California 92663",-117.92879,33.607886,Local government grounds;,No Indoor;,1,10,2021,Sunday
296,300793,2021-01-08,7:24:07,Franklin County Farmers Market,404 Wilkinson Blvd.,Frankfort,40601,Kentucky,"404 Wilkinson Blvd., Frankfort, Kentucky 40601",-84.88021,38.201613,Local government grounds;,No Indoor;,1,8,2021,Friday
297,300803,2021-02-01,8:57:14,Onslow County Farmers Market,4024 RIchlands Hwy,Jacksonville,28540,North Carolina,"4024 RIchlands Hwy, Jacksonville, North Carolina 28540",-77.49326,34.782418,Local government grounds;,Part time open indoor;,2,1,2021,Monday
298,300805,2021-01-26,14:51:39,Shoreline Farmers Market,15415 Westminster Way,Shoreline,98133,Washington,"15415 Westminster Way, Shoreline, Washington 98133",-122.34945,47.741553,Private business,No Indoor;,1,26,2021,Tuesday
299,300809,2021-01-04,10:41:53,Historic Downtown Farmers Market,121 Orange Street,Hot Springs,71901,Arkansas,"121 Orange Street, Hot Springs, Arkansas 71901",-93.050943,34.504886,Local government grounds;,No Indoor;,1,4,2021,Monday
300,300810,2021-01-27,8:47:15,Williamson Farmers Market,54 3rd. Ave. W.,Williamson,25661,West Virginia,"54 3rd. Ave. W., Williamson, West Virginia 25661",-82.277984,37.674029,Private business,No Indoor;,1,27,2021,Wednesday
301,300817,2021-01-05,9:31:03,Plainwell Indoor Market,211 N. Main St. ,Plainwell,49080,Michigan,"211 N. Main St. , Plainwell, Michigan 49080",-85.643297,42.44491,Local government grounds;,Part time open indoor;,1,5,2021,Tuesday
302,300818,2021-01-25,9:38:40,Nourish Knoxville's Winter Farmers' Market,500 Howard Baker Jr Ave,Knoxville,37915,Tennessee,"500 Howard Baker Jr Ave, Knoxville, Tennessee 37915",-83.910507,35.96565,Local government grounds;,No Indoor;,1,25,2021,Monday
303,300824,2021-03-08,18:16:30,Landon's Greenhouse Farmers Market,505 College Meadows Drive,Sheridan,82801,Wyoming,"505 College Meadows Drive, Sheridan, Wyoming 82801",-106.94832,44.760524,Private business,Part time open indoor;,3,8,2021,Monday
304,300851,2021-01-05,17:23:07,Empire Market,931 E 4th St,Joplin,64801,Missouri,"931 E 4th St, Joplin, Missouri 64801",-94.502691,37.087883,Private business,Entire time open indoor;,1,5,2021,Tuesday
305,300853,2021-01-04,11:37:38,Downtown Elgin Farmers Market,S. Spring Ave,Elgin ,60120,Illinois,"S. Spring Ave, Elgin , Illinois 60120",-88.282543,42.036328,Closed-off public street;,No Indoor;,1,4,2021,Monday
306,300859,2021-01-04,10:56:26,Glenwood Sunday Market,1448 W. Morse Ave.,Chicago,60626,Illinois,"1448 W. Morse Ave., Chicago, Illinois 60626",-87.681844,41.837551,Private business,No Indoor;,1,4,2021,Monday
307,300873,2020-08-03,14:03:10,Seneca Falls Farmers Market,15 Water Street,Seneca Falls,13148,New York,"15 Water Street, Seneca Falls, New York 13148",-76.800314,42.909109,Park,No Indoor;,8,3,2020,Monday
308,300874,2021-01-04,11:47:24,Westerville Saturday Farmers Market,21 South State Street,Westerville,43081,Ohio,"21 South State Street, Westerville, Ohio 43081",-82.913324,40.123435,Federal/state government grounds;,No Indoor;,1,4,2021,Monday
309,300881,2021-01-08,11:53:52,Shawano Farmers Market,235 S. Washington Street,Shawano,54166,Wisconsin,"235 S. Washington Street, Shawano, Wisconsin 54166",-88.612868,44.777707,Local government grounds;,No Indoor;,1,8,2021,Friday
310,300887,2021-01-04,16:10:48,Co-Operative Farmers Market,900 Barring Avenue,Scranton,18508,Pennsylvania,"900 Barring Avenue, Scranton, Pennsylvania 18508",-75.662496,41.422523,Private business,No Indoor;,1,4,2021,Monday
311,300919,2021-01-05,16:07:42,Victoria Farmers' Market,2805 North Navarro,Victoria,77901,Texas,"2805 North Navarro, Victoria, Texas 77901",-97.000968,28.821562,Local government grounds;,No Indoor;,1,5,2021,Tuesday
312,300924,2021-01-04,11:19:13,Stow Community Farmers Market,1567 Pilgrim Drive,Stow,44224,Ohio,"1567 Pilgrim Drive, Stow, Ohio 44224",-81.452156,41.168794,Faith-based institution;,No Indoor;,1,4,2021,Monday
313,300936,2020-08-03,21:01:16,"Gas City, IN Farmers Market",1028 E Main Street,Gas City,46933,Indiana,"1028 E Main Street, Gas City, Indiana 46933",-85.598506,40.489812,Private business,No Indoor;,8,3,2020,Monday
314,300953,2021-01-18,10:26:29,Bay Area Farmers Market,500 Baybrook Mall Drive,Friendswood,77546,Texas,"500 Baybrook Mall Drive, Friendswood, Texas 77546",-95.150682,29.548702,Private business,No Indoor;,1,18,2021,Monday
315,300955,2021-01-04,14:55:08,Russellville Community Market,320 West C St. ,Russellville,72801,Arkansas,"320 West C St. , Russellville, Arkansas 72801",-93.135468,35.280402,Local government grounds;,Entire time open indoor;,1,4,2021,Monday
316,301006,2021-02-03,8:08:30,Cleveland Park Farmers Market,3400 Connecticut Ave NW,Washington,20008,District of Columbia,"3400 Connecticut Ave NW, Washington, DC 20008, Washington , District of Columbia 20008",-77.058379,38.934817,Private business,No Indoor;,2,3,2021,Wednesday
317,301029,2021-01-04,14:42:03,Main Street Wadsworth Farmers Market,151 Main Street,Wadsworth,44281,Ohio,"151 Main Street, Wadsworth, Ohio 44281",-81.732318,41.028681,Educational institution;,No Indoor;,1,4,2021,Monday
318,301031,2021-01-21,19:08:39,Lansdale Farmers' Market,400 Penn Street,Lansdale,19446,Pennsylvania,"400 Penn Street, Lansdale, Pennsylvania 19446",-75.277496,40.234201,Educational institution;,No Indoor;,1,21,2021,Thursday
319,301032,2021-01-06,17:43:07,Helen Albert Certified Farmers' Market,1200 N. Vista St.,West Hollywood,90046,California,"1200 N. Vista St., West Hollywood, California 90046",-118.35143,34.094113,Local government grounds;,No Indoor;,1,6,2021,Wednesday
320,301041,2021-01-13,10:11:09,Fibonacci's Mount Healthy Farmers Market,1445 Compton Road,Cincinnati,45231,Ohio,"1445 Compton Road, Cincinnati, Ohio 45231",-84.54095,39.23161,Private business,No Indoor;,1,13,2021,Wednesday
321,301045,2021-01-05,14:03:38,Midland Area Farmers Market,825 E Main St.,Midland,48640,Michigan,", Midland, Michigan 48640",-84.236727,43.609016,Private business,No Indoor;,1,5,2021,Tuesday
322,301059,2020-03-19,17:42:28,Hereford Farm Market,17004 York Rd ,Parkton,21120,Maryland,"17004 York Rd , Parkton, Maryland",-76.644722,39.4668834,Private business,No Indoor;,3,19,2020,Thursday
323,301060,2020-03-20,21:03:02,Soutel Community Market,4750 Soutel Dr,Jacksonville,32208,Florida,"4750 Soutel Dr, Jacksonville, Florida 32208",-81.72001,30.40374,Private business,No Indoor;,3,20,2020,Friday
324,301062,2021-01-05,19:06:03,Market on Main,Ford Center Plaza 6th and Main St,Evansville,47715,Indiana,"Ford Center Plaza 6th and Main St, Evansville, Indiana 47715",-87.568349,37.972884,Closed-off public street;,No Indoor;,1,5,2021,Tuesday
325,301063,2020-03-24,15:25:57,Prairie Township Farmer's Market,5955 W. Broad Street,Galloway,43119,Ohio,"5955 W. Broad Street, Galloway, Ohio 43119",-83.009303,39.9695356,Local government grounds;,No Indoor;,3,24,2020,Tuesday
326,301064,2020-03-24,17:08:05,Lewiston Farmers Market,65 Main St.,Lewiston,04240,Maine,"65 Main St., Lewiston, Maine 04240",-70.220379,44.096575,Private business,No Indoor;,3,24,2020,Tuesday
327,301065,2020-03-26,10:27:51,Canal Market District,36 East Canal Street,Newark,43055,Ohio,"36 East Canal Street, Newark, Ohio 43055",-82.401032,40.056586,Private business,No Indoor;,3,26,2020,Thursday
328,301066,2020-03-27,15:55:03,Aquidneck Growers' Markets,324 East Main Rd,Portsmouth,02871,Rhode Island,"324 East Main Rd, Portsmouth, Rhode Island 02871",-71.261378,41.546506,Faith-based institution;,No Indoor;,3,27,2020,Friday
329,301067,2021-01-04,14:33:39,Northside Farmers Market,4222 Hamilton Ave,Cincinnati ,45223,Ohio,"4222 Hamilton Ave, Cincinnati , Ohio 45223",-84.539984,39.163947,Faith-based institution;,No Indoor;,1,4,2021,Monday
330,301068,2020-03-28,17:58:33,Menominee Historic Downtown Farmers Market  Association,800 1st Street & 8th Avenue,Menominee,49858,Michigan,"800 1st Street & 8th Avenue, Menominee, Michigan 49858",-87.603938,45.105926,Local government grounds;,Part time open indoor;,3,28,2020,Saturday
331,301069,2020-03-30,14:35:21,Hoodland Farmers Market,67212 E. HWY 26,Welches ,97067,Oregon,"67212 E. HWY 26, Welches , Oregon 97067",-121.96091,45.349594,Private business,No Indoor;,3,30,2020,Monday
332,301070,2020-04-03,23:54:23,Coastal Growers Market,2325 Boston Neck Rd,Saunderstown,02874,Rhode Island,"2325 Boston Neck Rd, Saunderstown, Rhode Island 02874",-71.423632,41.512,Private business,Entire time open indoor;,4,3,2020,Friday
333,301071,2020-04-04,14:38:25,Perry Lecompton Farmers Market,2115 Ferguson Rd.,Perry,66073,Kansas,"2115 Ferguson Rd., Perry, Kansas 66073",-95.392324,39.08143,Private business,No Indoor;,4,4,2020,Saturday
334,301072,2020-04-06,10:14:43,Clinton Farmers Market,20 West Park Row,Clinton,13323,New York,"20 West Park Row, Clinton, New York 13323",-75.378462,43.048866,Local government grounds;,No Indoor;,4,6,2020,Monday
335,301073,2020-04-06,10:44:53,Saint Mary Farmers Market,700 s third st,Columbus ,43206,Ohio,"700 s third st, Columbus , Ohio 43206",-82.994617,39.948137,Educational institution;,No Indoor;,4,6,2020,Monday
336,301074,2020-04-06,11:19:56,The Original Gresham Farmers Market,401 NE Second St.,Gresham ,97030,Oregon,"401 NE Second St., Gresham , Oregon 97030",-122.42697,45.499582,Closed-off public street;,No Indoor;,4,6,2020,Monday
337,301075,2021-01-04,12:36:37,Oak Creek Farmers Market,Drexel Town Square,Oak Creek ,53154,Wisconsin,"Drexel Town Square, Oak Creek , Wisconsin 53154",-87.917781,42.899242,Closed-off public street;,No Indoor;,1,4,2021,Monday
338,301076,2021-01-11,13:00:36,Soldotna Saturday Farmers Market,193 E. Corral Ave,Soldotna,99669,Alaska,"193 E. Corral Ave, Soldotna, Alaska 99669",-151.06758,60.49304,Educational institution;,No Indoor;,1,11,2021,Monday
339,301077,2021-01-14,11:51:05,Allen County Farmers' Market,"Iola Square, N Jefferson St. ",Iola,66749,Kansas,"Iola Square, N. Jefferson St., Iola, Kansas 66749",-95.400669,37.927427,Closed-off public street;,No Indoor;,1,14,2021,Thursday
340,301078,2021-01-14,11:53:33,Allen County Farmers' Market,700  N. State St.,Iola,66749,Kansas,"700 N. State, Iola, Kansas 66749",-95.400669,37.927427,Closed-off public street;,No Indoor;,1,14,2021,Thursday
341,301079,2021-01-04,20:01:33,Goodhue Farmers Market,411 Rosie Park Way,Goodhue ,55027,Minnesota,"411 Rosie Park Way, Goodhue , Minnesota 55027",-92.624672,44.403334,Local government grounds;,No Indoor;,1,4,2021,Monday
342,301080,2020-04-07,18:43:01,Clarkston Farmers Market,"Beachview Park, 2nd and Chestnut",Clarkston,99403,Washington,"Beachview Park, 2nd Chestnut St, Clarkston, Washington 99403",-117.03992,46.410563,Local government grounds;,No Indoor;,4,7,2020,Tuesday
343,301081,2020-04-16,12:45:49,Farm to Fork Farmers Market at Normandy Farms,7802 Marsh Road,Indianapolis,46278,Indiana,"7802 Marsh Road, Indianapolis, Indiana 46278",-86.274997,39.894467,Farm,Part time open indoor;,4,16,2020,Thursday
344,301082,2021-01-04,14:02:06,Cedar Point Farmers Market,1046 Cedar Point Blvd.,Cedar Point,28584,North Carolina,"1046 Cedar Point Blvd., Cedar Point, North Carolina 28584",-77.083526,34.68261,Private business,No Indoor;,1,4,2021,Monday
345,301083,2020-04-17,16:44:50,Marlette Farmers Market,3048 Main Street,Marlette,48453,Michigan,"3048 Main Street, Marlette, Michigan 48453",-83.080532,43.327346,Local government grounds;,No Indoor;,4,17,2020,Friday
346,301084,2020-04-21,3:14:02,Montavilla Farmers Market,7700 Block of SE Stark Street,Portland,97215,Oregon,"7700 Block of SE Stark Street, Portland, Oregon 97215",-122.58431,45.519002,Private business,No Indoor;,4,21,2020,Tuesday
347,301085,2020-04-22,9:13:10,WNC Farmers Market,570 Brevard Road,Asheville,28806,North Carolina,"570 Brevard Road, Asheville, NC  28806, Asheville, North Carolina 28806",-82.598648,35.555133,Federal/state government grounds;,Entire time open indoor;,4,22,2020,Wednesday
